date,store_id,store_name,region,product_category,product_name,units_sold,unit_price,revenue,starting_inventory,inventory_level,customer_visits,transactions,promotion_flag
2025-04-21,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,8,329,2632,85,77,355,3,False
2025-04-21,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,9,399,3591,84,75,355,4,False
2025-04-21,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,11,189,2079,80,69,355,6,False
2025-04-21,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,15,89,1335,156,141,355,8,False
2025-04-21,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,12,119,1428,178,166,355,7,False
2025-04-21,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,21,99,2079,57,36,355,12,False
2025-04-21,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,9,149,1341,123,114,355,6,False
2025-04-21,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,16,159,2544,175,159,355,8,False
2025-04-21,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,15,129,1935,160,145,355,7,False
2025-04-21,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,18,69,1242,38,20,355,9,False
2025-04-21,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,11,79,869,128,117,355,5,False
2025-04-21,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,18,34,612,92,74,355,9,True
2025-04-21,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,19,44,836,35,16,355,12,False
2025-04-21,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,14,29,406,99,85,355,8,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,7,329,2303,38,31,264,5,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,8,399,3192,135,127,264,6,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,14,189,2646,99,85,264,6,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,11,89,979,57,46,264,7,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,12,119,1428,41,29,264,7,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,21,99,2079,153,132,264,11,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,11,149,1639,44,33,264,6,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,12,159,1908,81,69,264,5,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,22,129,2838,92,70,264,11,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,24,69,1656,134,110,264,13,True
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,10,79,790,103,93,264,4,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,23,34,782,128,105,264,14,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,23,44,1012,75,52,264,11,False
2025-04-22,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,13,29,377,64,51,264,6,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,6,329,1974,154,148,283,3,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,9,399,3591,140,131,283,8,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,10,189,1890,122,112,283,6,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,16,89,1424,175,159,283,9,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,23,119,2737,169,146,283,15,True
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,14,99,1386,123,109,283,8,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,13,149,1937,110,97,283,6,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,21,159,3339,140,119,283,14,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,14,129,1806,132,118,283,10,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,21,69,1449,143,122,283,9,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,11,79,869,135,124,283,5,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,25,34,850,167,142,283,15,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,18,44,792,101,83,283,8,False
2025-04-22,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,24,29,696,55,31,283,15,False
2025-04-22,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,10,329,3290,105,95,454,4,False
2025-04-22,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,10,399,3990,44,34,454,5,False
2025-04-22,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,9,189,1701,128,119,454,6,True
2025-04-22,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,18,89,1602,36,18,454,10,False
2025-04-22,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,18,119,2142,169,151,454,9,False
2025-04-22,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,15,99,1485,101,86,454,10,False
2025-04-22,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,17,149,2533,124,107,454,11,True
2025-04-22,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,11,159,1749,158,147,454,6,False
2025-04-22,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,23,129,2967,85,62,454,11,False
2025-04-22,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,17,69,1173,83,66,454,12,False
2025-04-22,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,11,79,869,132,121,454,7,False
2025-04-22,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,15,34,510,105,90,454,7,False
2025-04-22,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,20,44,880,88,68,454,17,True
2025-04-22,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,16,29,464,125,109,454,14,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,5,329,1645,100,95,364,2,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,4,399,1596,71,67,364,2,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,11,189,2079,150,139,364,5,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,10,89,890,109,99,364,4,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,12,119,1428,103,91,364,6,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,19,99,1881,135,116,364,8,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,9,149,1341,69,60,364,4,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,16,159,2544,156,140,364,11,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,13,129,1677,48,35,364,6,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,12,69,828,52,40,364,10,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,10,79,790,160,150,364,6,True
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,18,34,612,118,100,364,14,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,16,44,704,153,137,364,9,False
2025-04-22,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,12,29,348,85,73,364,5,False
2025-04-22,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,7,329,2303,102,95,420,4,False
2025-04-22,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,7,399,2793,130,123,420,4,False
2025-04-22,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,10,189,1890,88,78,420,4,False
2025-04-22,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,23,89,2047,123,100,420,12,True
2025-04-22,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,15,119,1785,139,124,420,13,False
2025-04-22,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,11,99,1089,138,127,420,5,False
2025-04-22,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,12,149,1788,155,143,420,10,False
2025-04-22,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,25,159,3975,173,148,420,13,True
2025-04-22,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,19,129,2451,81,62,420,13,True
2025-04-22,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,21,69,1449,90,69,420,11,False
2025-04-22,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,15,79,1185,99,84,420,9,True
2025-04-22,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,21,34,714,111,90,420,9,False
2025-04-22,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,27,44,1188,88,61,420,12,True
2025-04-22,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,16,29,464,163,147,420,9,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,9,329,2961,37,28,318,5,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,7,399,2793,138,131,318,3,True
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,15,189,2835,144,129,318,10,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,23,89,2047,170,147,318,17,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,17,119,2023,147,130,318,9,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,26,99,2574,37,11,318,18,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,17,149,2533,153,136,318,12,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,16,159,2544,107,91,318,8,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,25,129,3225,102,77,318,13,True
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,19,69,1311,37,18,318,14,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,14,79,1106,164,150,318,10,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,22,34,748,100,78,318,15,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,20,44,880,167,147,318,13,False
2025-04-23,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,25,29,725,101,76,318,10,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,11,329,3619,115,104,447,4,True
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,5,399,1995,82,77,447,2,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,14,189,2646,130,116,447,8,True
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,20,89,1780,74,54,447,12,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,9,119,1071,127,118,447,6,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,20,99,1980,68,48,447,10,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,15,149,2235,132,117,447,11,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,22,159,3498,77,55,447,10,True
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,28,129,3612,125,97,447,19,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,18,69,1242,147,129,447,9,True
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,16,79,1264,105,89,447,7,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,26,34,884,153,127,447,19,False
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,18,44,792,126,108,447,13,True
2025-04-23,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,24,29,696,36,12,447,21,False
2025-04-23,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,10,329,3290,171,161,243,7,False
2025-04-23,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,13,399,5187,133,120,243,5,True
2025-04-23,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,18,189,3402,112,94,243,10,True
2025-04-23,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,24,89,2136,180,156,243,17,True
2025-04-23,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,19,119,2261,123,104,243,13,False
2025-04-23,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,18,99,1782,167,149,243,11,False
2025-04-23,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,14,149,2086,149,135,243,6,False
2025-04-23,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,18,159,2862,73,55,243,12,False
2025-04-23,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,24,129,3096,118,94,243,17,False
2025-04-23,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,16,69,1104,56,40,243,9,False
2025-04-23,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,17,79,1343,83,66,243,8,False
2025-04-23,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,21,34,714,105,84,243,9,False
2025-04-23,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,26,44,1144,60,34,243,15,False
2025-04-23,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,17,29,493,154,137,243,8,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,7,329,2303,55,48,340,4,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,4,399,1596,48,44,340,1,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,10,189,1890,119,109,340,4,True
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,13,89,1157,134,121,340,10,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,7,119,833,110,103,340,4,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,17,99,1683,118,101,340,8,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,8,149,1192,100,92,340,5,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,9,159,1431,120,111,340,7,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,16,129,2064,127,111,340,10,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,16,69,1104,88,72,340,10,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,10,79,790,50,40,340,5,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,20,34,680,149,129,340,12,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,15,44,660,150,135,340,8,False
2025-04-23,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,12,29,348,81,69,340,7,False
2025-04-23,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,6,329,1974,166,160,425,3,False
2025-04-23,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,8,399,3192,98,90,425,4,False
2025-04-23,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,7,189,1323,161,154,425,5,False
2025-04-23,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,13,89,1157,128,115,425,7,False
2025-04-23,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,16,119,1904,180,164,425,8,False
2025-04-23,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,22,99,2178,62,40,425,13,False
2025-04-23,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,18,149,2682,122,104,425,8,True
2025-04-23,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,16,159,2544,74,58,425,10,False
2025-04-23,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,18,129,2322,42,24,425,8,False
2025-04-23,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,15,69,1035,102,87,425,8,False
2025-04-23,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,11,79,869,66,55,425,5,False
2025-04-23,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,28,34,952,160,132,425,21,False
2025-04-23,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,17,44,748,51,34,425,7,False
2025-04-23,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,23,29,667,86,63,425,16,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,10,329,3290,47,37,368,8,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,7,399,2793,177,170,368,5,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,10,189,1890,121,111,368,4,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,17,89,1513,82,65,368,7,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,16,119,1904,89,73,368,11,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,26,99,2574,158,132,368,13,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,14,149,2086,165,151,368,12,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,19,159,3021,36,17,368,12,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,24,129,3096,42,18,368,14,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Base Layers,Thermal Crew Base Layer,13,69,897,86,73,368,10,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Base Layers,Merino Trek Legging,23,79,1817,155,132,368,12,True
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Accessories,Summit Beanie,17,34,578,151,134,368,9,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Accessories,Trail Gloves,22,44,968,46,24,368,10,False
2025-04-24,S001,Denver Outdoor Flagship,Mountain,Accessories,Insulated Bottle,27,29,783,52,25,368,14,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Jackets,Summit Waterproof Shell,11,329,3619,167,156,315,4,True
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Jackets,Alpine Down Parka,8,399,3192,41,33,315,3,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Jackets,Trail Rain Jacket,12,189,2268,176,164,315,8,True
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Fleece,Canyon Fleece Pullover,14,89,1246,87,73,315,10,True
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Fleece,Mountain Zip Hoodie,15,119,1785,43,28,315,8,True
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Boreal Daypack 28L,20,99,1980,95,75,315,10,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Backpacks,Expedition Duffel 60L,13,149,1937,162,149,315,7,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Footwear,Ridge Hiking Boot,11,159,1749,95,84,315,6,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Footwear,Trail Runner Shoe,21,129,2709,51,30,315,11,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Thermal Crew Base Layer,17,69,1173,107,90,315,7,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Base Layers,Merino Trek Legging,9,79,711,140,131,315,4,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Accessories,Summit Beanie,18,34,612,104,86,315,8,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Accessories,Trail Gloves,23,44,1012,174,151,315,16,False
2025-04-24,S002,Seattle Trail Store,Pacific Northwest,Accessories,Insulated Bottle,13,29,377,110,97,315,9,False
2025-04-24,S003,Boston Winter Gear,Northeast,Jackets,Summit Waterproof Shell,7,329,2303,106,99,432,5,False
2025-04-24,S003,Boston Winter Gear,Northeast,Jackets,Alpine Down Parka,6,399,2394,42,36,432,4,False
2025-04-24,S003,Boston Winter Gear,Northeast,Jackets,Trail Rain Jacket,9,189,1701,77,68,432,4,False
2025-04-24,S003,Boston Winter Gear,Northeast,Fleece,Canyon Fleece Pullover,16,89,1424,96,80,432,9,False
2025-04-24,S003,Boston Winter Gear,Northeast,Fleece,Mountain Zip Hoodie,13,119,1547,58,45,432,6,False
2025-04-24,S003,Boston Winter Gear,Northeast,Backpacks,Boreal Daypack 28L,18,99,1782,112,94,432,12,False
2025-04-24,S003,Boston Winter Gear,Northeast,Backpacks,Expedition Duffel 60L,12,149,1788,169,157,432,7,False
2025-04-24,S003,Boston Winter Gear,Northeast,Footwear,Ridge Hiking Boot,28,159,4452,100,72,432,17,True
2025-04-24,S003,Boston Winter Gear,Northeast,Footwear,Trail Runner Shoe,30,129,3870,180,150,432,16,False
2025-04-24,S003,Boston Winter Gear,Northeast,Base Layers,Thermal Crew Base Layer,13,69,897,118,105,432,8,False
2025-04-24,S003,Boston Winter Gear,Northeast,Base Layers,Merino Trek Legging,11,79,869,71,60,432,8,False
2025-04-24,S003,Boston Winter Gear,Northeast,Accessories,Summit Beanie,30,34,1020,131,101,432,14,False
2025-04-24,S003,Boston Winter Gear,Northeast,Accessories,Trail Gloves,13,44,572,177,164,432,5,False
2025-04-24,S003,Boston Winter Gear,Northeast,Accessories,Insulated Bottle,16,29,464,134,118,432,10,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Jackets,Summit Waterproof Shell,7,329,2303,66,59,315,3,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Jackets,Alpine Down Parka,7,399,2793,72,65,315,5,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Jackets,Trail Rain Jacket,9,189,1701,69,60,315,6,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Fleece,Canyon Fleece Pullover,10,89,890,48,38,315,7,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Fleece,Mountain Zip Hoodie,11,119,1309,177,166,315,5,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Backpacks,Boreal Daypack 28L,17,99,1683,51,34,315,12,True
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Backpacks,Expedition Duffel 60L,14,149,2086,168,154,315,6,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Footwear,Ridge Hiking Boot,11,159,1749,102,91,315,5,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Footwear,Trail Runner Shoe,16,129,2064,118,102,315,8,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Base Layers,Thermal Crew Base Layer,13,69,897,130,117,315,6,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Base Layers,Merino Trek Legging,9,79,711,35,26,315,7,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Accessories,Summit Beanie,12,34,408,68,56,315,5,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Accessories,Trail Gloves,15,44,660,143,128,315,10,False
2025-04-24,S004,Chicago Urban Outdoor,Midwest,Accessories,Insulated Bottle,16,29,464,89,73,315,7,False
2025-04-24,S005,San Francisco Summit,West Coast,Jackets,Summit Waterproof Shell,8,329,2632,129,121,434,5,False
2025-04-24,S005,San Francisco Summit,West Coast,Jackets,Alpine Down Parka,7,399,2793,84,77,434,3,False
2025-04-24,S005,San Francisco Summit,West Coast,Jackets,Trail Rain Jacket,8,189,1512,50,42,434,5,False
2025-04-24,S005,San Francisco Summit,West Coast,Fleece,Canyon Fleece Pullover,22,89,1958,145,123,434,13,True
2025-04-24,S005,San Francisco Summit,West Coast,Fleece,Mountain Zip Hoodie,9,119,1071,129,120,434,7,False
2025-04-24,S005,San Francisco Summit,West Coast,Backpacks,Boreal Daypack 28L,12,99,1188,58,46,434,6,False
2025-04-24,S005,San Francisco Summit,West Coast,Backpacks,Expedition Duffel 60L,14,149,2086,40,26,434,6,False
2025-04-24,S005,San Francisco Summit,West Coast,Footwear,Ridge Hiking Boot,17,159,2703,95,78,434,12,False
2025-04-24,S005,San Francisco Summit,West Coast,Footwear,Trail Runner Shoe,21,129,2709,47,26,434,11,False
2025-04-24,S005,San Francisco Summit,West Coast,Base Layers,Thermal Crew Base Layer,22,69,1518,82,60,434,10,False
2025-04-24,S005,San Francisco Summit,West Coast,Base Layers,Merino Trek Legging,12,79,948,156,144,434,5,False
2025-04-24,S005,San Francisco Summit,West Coast,Accessories,Summit Beanie,28,34,952,82,54,434,13,False
2025-04-24,S005,San Francisco Summit,West Coast,Accessories,Trail Gloves,21,44,924,47,26,434,10,False
2025-04-24,S005,San Francisco Summit,West Coast,Accessories,Insulated Bottle,17,29,493,59,42,434,15,True
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Jackets,Summit Waterproof Shell,11,329,3619,164,153,228,5,False
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Jackets,Alpine Down Parka,12,399,4788,46,34,228,10,True
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Jackets,Trail Rain Jacket,16,189,3024,170,154,228,11,True
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Fleece,Canyon Fleece Pullover,22,89,1958,110,88,228,12,False
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Fleece,Mountain Zip Hoodie,14,119,1666,40,26,228,9,False
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Backpacks,Boreal Daypack 28L,16,99,1584,81,65,228,10,True
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Backpacks,Expedition Duffel 60L,10,149,1490,63,53,228,4,False
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Footwear,Ridge Hiking Boot,23,159,3657,163,140,228,11,False
2025-04-25,S001,Denver Outdoor Flagship,Mountain,Footwear,Trail Runner Shoe,38,129,4902,36,0,228,20,True
